repoName,id,title,url_x,lockReason,timelineCount,labels,fixUrl,fixUrlCount,tf_idf,size,nameWithOwner,owner,name,url_y,description,stars,primaryLanguage,updatedAt,createdAt,issuesCount,forkCount,watchersCount,discussionsCount
ibis-project/ibis,MDU6SXNzdWU4ODU4Nzk0Mg==,Day of week API for timestamp values,https://github.com/ibis-project/ibis/issues/306,,22,['feature'],https://github.com/ibis-project/ibis/commit/c34886d5a0dec58a9032a787d96d04cba11fc849,1,1.3025423205271554,53.0,ibis-project/ibis,ibis-project,ibis,https://github.com/ibis-project/ibis,the portable Python dataframe library,4407,Python,2024-06-13T14:31:20Z,2015-04-17T20:43:46Z,2887,543,81,159
ibis-project/ibis,MDU6SXNzdWU4ODU4Nzk0Mg==,Day of week API for timestamp values,https://github.com/ibis-project/ibis/issues/306,,23,['feature'],https://github.com/ibis-project/ibis/pull/1047,2,1.3025423205271554,53.0,ibis-project/ibis,ibis-project,ibis,https://github.com/ibis-project/ibis,the portable Python dataframe library,4407,Python,2024-06-13T14:31:20Z,2015-04-17T20:43:46Z,2887,543,81,159
karpetrosyan/hishel,I_kwDOJ70Ows5x8ErE,Drop datetime.utcnow(),https://github.com/karpetrosyan/hishel/issues/74,,4,['good first issue'],https://github.com/karpetrosyan/hishel/pull/111,1,1.294311173514551,249.0,karpetrosyan/hishel,karpetrosyan,hishel,https://github.com/karpetrosyan/hishel,An elegant HTTP Cache implementation for HTTPX and HTTP Core.,108,Python,2024-06-13T13:04:20Z,2023-07-15T09:36:52Z,60,15,4,0
modin-project/modin,I_kwDOCD0hz85tZMAm,Update copyright year,https://github.com/modin-project/modin/issues/6452,,6,['documentation 📜'],https://github.com/anmyachev/modin/commit/a0ee3e256328e0193657fb757273abee19f478c1,5,1.291405558725865,23.0,modin-project/modin,modin-project,modin,https://github.com/modin-project/modin,Modin: Scale your Pandas workflows by changing a single line of code,9549,Python,2024-06-13T13:49:31Z,2018-06-21T21:35:05Z,4128,646,114,14
proofit404/stories,MDU6SXNzdWU3NzczMDk3NTY=,Happy new year!,https://github.com/proofit404/stories/issues/574,,5,[],https://github.com/proofit404/stories/commit/1fc49de9497e3c304a9fcfb09e9d7748f16d1018,4,1.291405558725865,17.0,proofit404/stories,proofit404,stories,https://github.com/proofit404/stories,Service objects designed with OOP in mind.,293,Python,2024-06-06T09:43:49Z,2018-04-02T03:25:42Z,452,21,10,0
modin-project/modin,I_kwDOCD0hz85Bio0n,Update copyright year,https://github.com/modin-project/modin/issues/3936,,12,['documentation 📜'],https://github.com/modin-project/modin/pull/3937,5,1.291405558725865,23.0,modin-project/modin,modin-project,modin,https://github.com/modin-project/modin,Modin: Scale your Pandas workflows by changing a single line of code,9549,Python,2024-06-13T13:49:31Z,2018-06-21T21:35:05Z,4128,646,114,14
proofit404/dependencies,MDU6SXNzdWU3NzczMDk3ODk=,Happy new year!,https://github.com/proofit404/dependencies/issues/434,,8,[],https://github.com/proofit404/dependencies/commit/94a23a8e9b927b92fb564389ec7ad39ea11a30a3,7,1.291405558725865,17.0,proofit404/dependencies,proofit404,dependencies,https://github.com/proofit404/dependencies,Constructor injection designed with OOP in mind.,357,Python,2024-04-22T06:17:13Z,2016-01-21T17:47:25Z,304,18,9,0
ibis-project/ibis,MDU6SXNzdWU4MzMzMjI5Ng==,API for converting UTC integer variants to timestamp,https://github.com/ibis-project/ibis/issues/246,,6,['feature'],https://github.com/ibis-project/ibis/pull/248,2,1.2704375225190263,54.0,ibis-project/ibis,ibis-project,ibis,https://github.com/ibis-project/ibis,the portable Python dataframe library,4407,Python,2024-06-13T14:31:20Z,2015-04-17T20:43:46Z,2887,543,81,159
Drakkar-Software/OctoBot,MDU6SXNzdWUzNDE0NjgxNDU=,[Candles management] adapt candles timestamp to have second timestamp everywhere,https://github.com/Drakkar-Software/OctoBot/issues/318,,12,"['enhancement', 'trading & exchanges']",https://github.com/Drakkar-Software/OctoBot/commit/2a1c4925c5686facf6ec4566ebd894aeff694966,2,1.2704111629620745,82.0,Drakkar-Software/OctoBot,Drakkar-Software,OctoBot,https://github.com/Drakkar-Software/OctoBot,Open source crypto trading bot,3027,Python,2024-06-13T07:36:11Z,2018-02-23T23:13:05Z,734,714,114,29
frictionlessdata/frictionless-py,I_kwDOAbGAMc5O2hwW,SpssParser ignores timezones,https://github.com/frictionlessdata/frictionless-py/issues/1212,,7,['bug'],https://github.com/frictionlessdata/frictionless-py/pull/1431,2,1.2700766628995424,1279.0,frictionlessdata/frictionless-py,frictionlessdata,frictionless-py,https://github.com/frictionlessdata/frictionless-py,"Data management framework for Python that provides functionality to describe, extract, validate, and transform tabular data",683,Python,2024-06-10T07:28:47Z,2014-12-23T17:11:11Z,986,140,28,0
frappe/gameplan,I_kwDOGxJwds5aAxU1,"Search results have day and month, not year",https://github.com/frappe/gameplan/issues/172,,1,[],https://github.com/frappe/gameplan/commit/4d093545a8f006c137ebfa907a4f231e4560a8b9,1,1.252274339501855,74.0,frappe/gameplan,frappe,gameplan,https://github.com/frappe/gameplan,"Delightful, open-source, work communication tool for remote teams",261,Python,2024-06-04T21:24:30Z,2022-01-31T22:39:33Z,221,96,13,8
python/typeshed,MDU6SXNzdWUzODQzMDA1Njc=,Incorrect return type of datetime.datetime.dst,https://github.com/python/typeshed/issues/2633,,6,[],https://github.com/jrosdahl/typeshed/commit/7a5c1c35c40275f9e6475ecd690371dd3cf758f5,6,1.250915969049385,484.0,python/typeshed,python,typeshed,https://github.com/python/typeshed,"Collection of library stubs for Python, with static types",4139,Python,2024-06-13T06:35:18Z,2015-03-05T04:51:28Z,2486,1673,76,0
borgbackup/borg,MDU6SXNzdWUyODg3MjA0NTI=,Placeholders {now} and {utcnow} are replaced with timestamps microseconds apart,https://github.com/borgbackup/borg/issues/3548,,8,['bug'],https://github.com/milkey-mouse/borg/commit/64793d5c15085dca5098abaa48ba638211a26314,5,1.248223499894322,792.0,borgbackup/borg,borgbackup,borg,https://github.com/borgbackup/borg,Deduplicating archiver with compression and authenticated encryption.,10692,Python,2024-06-13T11:25:12Z,2015-05-12T23:10:47Z,4044,732,150,176
Wordcab/wordcab-transcribe,I_kwDOJPgVbs5n6i-b,Fix first utterance timestamps,https://github.com/Wordcab/wordcab-transcribe/issues/85,,4,['bug'],https://github.com/Wordcab/wordcab-transcribe/pull/86,1,1.2212695540720493,32.0,Wordcab/wordcab-transcribe,Wordcab,wordcab-transcribe,https://github.com/Wordcab/wordcab-transcribe,💬 ASR FastAPI server using faster-whisper and Multi-Scale Auto-Tuning Spectral Clustering for diarization.,170,Python,2024-06-12T23:15:21Z,2023-03-28T09:45:43Z,179,24,7,0
stac-utils/pystac,MDU6SXNzdWU2NzE3NjE4NDA=,Implement extension: Timestamps,https://github.com/stac-utils/pystac/issues/135,,5,['extension'],https://github.com/stac-utils/pystac/pull/161,2,1.2212695540720493,163.0,stac-utils/pystac,stac-utils,pystac,https://github.com/stac-utils/pystac,Python library for working with any SpatioTemporal Asset Catalog (STAC),319,Python,2024-06-12T20:14:43Z,2017-11-08T13:30:15Z,404,115,22,0
reagento/adaptix,I_kwDOCM_-fs6Lgch-,No provider for timestamp datetime,https://github.com/reagento/adaptix/issues/281,,6,"['type: feature', 'domain: loading & dumping']",https://github.com/reagento/adaptix/pull/282,1,1.2096332511887975,50.0,reagento/adaptix,reagento,adaptix,https://github.com/reagento/adaptix,An extremely flexible and configurable data model conversion library.,333,Python,2024-06-13T05:14:01Z,2018-09-07T16:29:23Z,182,24,5,0
stac-utils/pystac,MDU6SXNzdWUyODExODY0MDI=,Timestamps should be timezoned,https://github.com/stac-utils/pystac/issues/1,,5,[],https://github.com/stac-utils/pystac/commit/0655dd0dd366cf3d8b6a3a0ec5fd989a22e4d894,3,1.2036485235576042,118.0,stac-utils/pystac,stac-utils,pystac,https://github.com/stac-utils/pystac,Python library for working with any SpatioTemporal Asset Catalog (STAC),319,Python,2024-06-12T20:14:43Z,2017-11-08T13:30:15Z,404,115,22,0
python/typeshed,MDU6SXNzdWUxNTM0MjgyNjA=,datetime.datetime.astimezone should take the more general tzinfo instead of its subclass timezone,https://github.com/python/typeshed/issues/186,,2,[],https://github.com/python/typeshed/commit/eab591bb08ff5a012e1d34547393df6fc734dec8,1,1.199252885303955,389.0,python/typeshed,python,typeshed,https://github.com/python/typeshed,"Collection of library stubs for Python, with static types",4139,Python,2024-06-13T06:35:18Z,2015-03-05T04:51:28Z,2486,1673,76,0
genomoncology/related,MDU6SXNzdWUyMzUwNjc3NTY=,Create DateTimeField [datetime.datetime],https://github.com/genomoncology/related/issues/1,,4,['enhancement'],https://github.com/genomoncology/related/pull/11,1,1.197996948305546,103.0,genomoncology/related,genomoncology,related,https://github.com/genomoncology/related,"Nested Object Models in Python with dictionary, YAML, and JSON transformation support",197,Python,2024-06-13T09:22:16Z,2017-05-24T12:31:44Z,35,15,15,0
IronLanguages/ironpython3,MDU6SXNzdWU4MzQyMTY2Mzk=,datetime.astimezone argument should be optional,https://github.com/IronLanguages/ironpython3/issues/1136,,3,"[""What's New In Python 3.3""]",https://github.com/IronLanguages/ironpython3/pull/1704,2,1.197996948305546,125.0,IronLanguages/ironpython3,IronLanguages,ironpython3,https://github.com/IronLanguages/ironpython3,Implementation of Python 3.x for .NET Framework that is built on top of the Dynamic Language Runtime.,2402,Python,2024-06-13T07:11:10Z,2014-02-27T21:50:49Z,619,283,141,39
FreeOpcUa/python-opcua,MDU6SXNzdWU1Njk0NzA0MzM=,Incorrect conversion NT time <-> datetime with timezone != UTC,https://github.com/FreeOpcUa/python-opcua/issues/965,,2,[],https://github.com/FreeOpcUa/python-opcua/pull/966,2,1.1936297327747076,607.0,FreeOpcUa/python-opcua,FreeOpcUa,python-opcua,https://github.com/FreeOpcUa/python-opcua,LGPL Pure Python OPC-UA Client and Server,1320,Python,2024-06-12T06:54:15Z,2015-02-20T16:46:53Z,820,660,107,157
unit8co/darts,I_kwDOCNxUH85xbKjH,"Allow different timezones in datetime_attribute_timeseries, other funcs and encoders",https://github.com/unit8co/darts/issues/2000,,7,['core improvement'],https://github.com/unit8co/darts/pull/2054,2,1.193305143216936,86.0,unit8co/darts,unit8co,darts,https://github.com/unit8co/darts,A python library for user-friendly forecasting and anomaly detection on time series.,7487,Python,2024-06-13T14:04:32Z,2018-09-13T15:17:28Z,1441,818,61,0
sdispater/pendulum,I_kwDOA7OAkM5oxKAJ,Deepcopy of Month-based Duration produces a different duration,https://github.com/sdispater/pendulum/issues/714,,3,[],https://github.com/sdispater/pendulum/commit/9590c651c5c5ff3bec064abc7aaf270c0c6f5cee,3,1.1912951285318687,1014.0,sdispater/pendulum,sdispater,pendulum,https://github.com/sdispater/pendulum,Python datetimes made easy,6109,Python,2024-06-12T04:09:49Z,2016-06-27T23:37:53Z,528,373,68,14
Yelp/osxcollector,MDU6SXNzdWU0NjYxMzY2OA==,NormalizeValueTestCase.test_normalize_datetime fails outside PDT timezone,https://github.com/Yelp/osxcollector/issues/10,,2,[],https://github.com/Yelp/osxcollector/pull/11,1,1.1895516991460486,75.0,Yelp/osxcollector,Yelp,osxcollector,https://github.com/Yelp/osxcollector,A forensic evidence collection & analysis toolkit for OS X,1862,Python,2024-06-11T10:08:40Z,2014-08-04T18:25:29Z,75,241,125,0
TencentBlueKing/bk-sops,MDU6SXNzdWU0MzM3MjQ2NDM=,【BUG】get_task_status API 返回的 elapsed_time 类型不正确,https://github.com/TencentBlueKing/bk-sops/issues/150,,6,['type/bug'],https://github.com/TencentBlueKing/bk-sops/pull/151,2,1.1872124911934103,156.0,TencentBlueKing/bk-sops,TencentBlueKing,bk-sops,https://github.com/TencentBlueKing/bk-sops,蓝鲸智云标准运维(SOPS),1035,Python,2024-06-12T06:32:27Z,2018-10-15T10:19:12Z,1567,373,52,0
python/typeshed,MDU6SXNzdWUxOTE1NzI3Mjg=,py2 pytz.UTC issue,https://github.com/python/typeshed/issues/710,,6,[],https://github.com/rowillia/typeshed/commit/e4929f4b599f2a5dce2a4eef2e680a3cc5fac08a,4,1.1843772072776688,511.0,python/typeshed,python,typeshed,https://github.com/python/typeshed,"Collection of library stubs for Python, with static types",4139,Python,2024-06-13T06:35:18Z,2015-03-05T04:51:28Z,2486,1673,76,0
basicswap/basicswap,MDU6SXNzdWU4MDc5NDg0OTI=,Timezone isn't set in docker,https://github.com/basicswap/basicswap/issues/3,,3,[],https://github.com/basicswap/basicswap/commit/d6e0b4d2b2b03fb6dcc1edb8a45dbfab52b72826,1,1.1768913117282775,83.0,basicswap/basicswap,basicswap,basicswap,https://github.com/basicswap/basicswap,Basic Atomic Swap Proof of Concept,148,Python,2024-06-11T07:50:12Z,2019-07-17T15:08:20Z,24,38,12,0
googleapis/python-storage,I_kwDODYeh_854h6n-,`DeprecationWarning` warning in build log for python 3.12 `datetime.datetime.utcnow() is deprecated`,https://github.com/googleapis/python-storage/issues/1194,,7,"['api: storage', 'type: cleanup']",https://github.com/googleapis/python-storage/commit/dbe4bb1e7b80720943197410566b8bd28e2c1b4e,3,1.1763506097819318,10349.0,googleapis/python-storage,googleapis,python-storage,https://github.com/googleapis/python-storage,,420,Python,2024-06-11T16:55:18Z,2019-12-10T00:10:14Z,500,151,48,0
bsolomon1124/demoji,MDU6SXNzdWU3MjkzNDQ5MDg=,demji returns local datetime as utc datetime,https://github.com/bsolomon1124/demoji/issues/15,,5,[],https://github.com/bsolomon1124/demoji/commit/06aab2bb80775d1495f2d1c90e8e2d74e3815568,4,1.1693029905536323,866.0,bsolomon1124/demoji,bsolomon1124,demoji,https://github.com/bsolomon1124/demoji,Accurately find/replace/remove emojis in text strings,148,Python,2024-06-10T16:18:25Z,2019-02-07T20:50:30Z,19,19,4,0
googleapis/python-logging,I_kwDODYehss54h5X0,`DeprecationWarning` warning in build log for python 3.12 `datetime.datetime.utcfromtimestamp() is deprecated`,https://github.com/googleapis/python-logging/issues/818,,4,['api: logging'],https://github.com/googleapis/python-logging/pull/824,2,1.1672791768126645,2673.0,googleapis/python-logging,googleapis,python-logging,https://github.com/googleapis/python-logging,,119,Python,2024-06-10T17:30:47Z,2019-12-10T00:09:45Z,272,52,43,0
wireservice/agate,MDU6SXNzdWUxNzM4ODI2MDE=,TimeDelta is missing from API docs,https://github.com/wireservice/agate/issues/631,,1,[],https://github.com/wireservice/agate/commit/4de16def9741d0afcefa79ecd9828c4ea0051244,1,1.144008204600733,36.0,wireservice/agate,wireservice,agate,https://github.com/wireservice/agate,A Python data analysis library that is optimized for humans instead of machines.,1165,Python,2024-06-10T03:03:01Z,2014-04-25T13:59:09Z,647,153,41,0
mblayman/homeschool,MDU6SXNzdWU1NTUxMTc2NDA=,SchoolYear needs school days per week,https://github.com/mblayman/homeschool/issues/18,,1,[],https://github.com/mblayman/homeschool/commit/3a28d9dc42cdea61e7258775bf090df7fcbdad40,1,1.1396337780760335,39.0,mblayman/homeschool,mblayman,homeschool,https://github.com/mblayman/homeschool,An app for homeschool planning,223,Python,2024-06-10T17:39:40Z,2019-11-05T03:10:35Z,402,59,15,0
movingpandas/movingpandas,MDU6SXNzdWU0NzY0NDE1NDE=,"Hide ""UserWarning: Discarding nonzero nanoseconds in conversion""",https://github.com/movingpandas/movingpandas/issues/28,,2,['enhancement'],https://github.com/movingpandas/movingpandas/commit/4d464345bec1271d2006cfaa21615fa5bc98bf0e,1,1.129357586061794,66.0,movingpandas/movingpandas,movingpandas,movingpandas,https://github.com/movingpandas/movingpandas,Movement trajectory classes and functions built on top of GeoPandas,1158,Python,2024-06-12T17:26:46Z,2018-12-16T11:41:15Z,231,189,39,44
IATkachenko/HA-YandexWeather,I_kwDOGrIV68598Jdj,Добавить в `datetime` прогноза time зону,https://github.com/IATkachenko/HA-YandexWeather/issues/98,,8,['work in progress'],https://github.com/IATkachenko/HA-YandexWeather/pull/113,1,1.120450870706888,896.0,IATkachenko/HA-YandexWeather,IATkachenko,HA-YandexWeather,https://github.com/IATkachenko/HA-YandexWeather,Yandex weather intergration for Home Assistant,197,Python,2024-06-07T19:08:52Z,2022-01-14T07:26:44Z,75,10,4,11
googleapis/proto-plus-python,I_kwDOCWRv0M50ZDig,Remove usage of datetime.datetime.utcfromtimestamp() which is deprecated in python 3.12,https://github.com/googleapis/proto-plus-python/issues/401,,4,"['type: bug', 'priority: p2']",https://github.com/googleapis/proto-plus-python/pull/400,2,1.1141111367987224,602.0,googleapis/proto-plus-python,googleapis,proto-plus-python,https://github.com/googleapis/proto-plus-python,"Beautiful, idiomatic protocol buffers in Python",159,Python,2024-06-11T16:37:10Z,2018-11-14T16:23:19Z,148,30,46,0
sdispater/pendulum,I_kwDOA7OAkM5AL-FF,week_of_month in pendulum_parse for Timestamp '2021-01-15 14:00:00' returns -50,https://github.com/sdispater/pendulum/issues/587,,7,['bug'],https://github.com/sdispater/pendulum/commit/84497bb2cab964be0a470596e21eade6d64a7846,3,1.1092073308968198,748.0,sdispater/pendulum,sdispater,pendulum,https://github.com/sdispater/pendulum,Python datetimes made easy,6109,Python,2024-06-12T04:09:49Z,2016-06-27T23:37:53Z,528,373,68,14
sdispater/pendulum,I_kwDOA7OAkM5AL-FF,week_of_month in pendulum_parse for Timestamp '2021-01-15 14:00:00' returns -50,https://github.com/sdispater/pendulum/issues/587,,14,['bug'],https://github.com/sdispater/pendulum/pull/588,8,1.1092073308968198,748.0,sdispater/pendulum,sdispater,pendulum,https://github.com/sdispater/pendulum,Python datetimes made easy,6109,Python,2024-06-12T04:09:49Z,2016-06-27T23:37:53Z,528,373,68,14
t3kt/raytk,MDU6SXNzdWU5NTczNDI1NzY=,Arrow 2D SDF,https://github.com/t3kt/raytk/issues/612,,3,['enhancement'],https://github.com/t3kt/raytk/commit/16dc6e218aa63613611108a4f70ca81a5c06d714,2,1.1076758976601886,51.0,t3kt/raytk,t3kt,raytk,https://github.com/t3kt/raytk,Raymarching shader toolkit for TouchDesigner,216,Python,2024-06-13T10:47:37Z,2020-08-31T05:20:50Z,1180,13,4,0
pydantic/pydantic-extra-types,I_kwDOI6XiFc6MJiYQ,Pendulum `DateTime` wrapper losing `tz` and `timezone` values in 2.8.1,https://github.com/pydantic/pydantic-extra-types/issues/188,,8,[],https://github.com/PrefectHQ/prefect/commit/641c025e5ba5f76df8632226cc81ebadd67317b1,7,1.1009853047139333,1193.0,pydantic/pydantic-extra-types,pydantic,pydantic-extra-types,https://github.com/pydantic/pydantic-extra-types,Extra Pydantic types.,153,Python,2024-06-13T15:06:15Z,2023-02-06T10:44:17Z,76,40,8,0
xoolive/traffic,MDU6SXNzdWU0MDAzNzA5MTU=,Timezone aware datetime for timestamps,https://github.com/xoolive/traffic/issues/6,,3,[],https://github.com/xoolive/traffic/commit/865d78f935925c21e906d3ec899b3095e7030cdd,2,1.0984203986986305,294.0,xoolive/traffic,xoolive,traffic,https://github.com/xoolive/traffic,A toolbox for processing and analysing air traffic data,349,Python,2024-06-13T14:34:34Z,2018-03-27T20:32:46Z,146,82,9,17
