Rater	Training?	Testing?	Set 3?	Skipped?	False pos?	Owner	Project	Title	Link	Fix Link	Stars	TF-IDFs	Size	Datetime	Arrow	Pendulum	Description	Category 1	Category 2	Affected Computation 1	Affected Computation 2	Affected Computation 3	Obscurity	Impact/Severity	# LOC	Logic Needed	Comments	BPST1	BPST2	BPST3	Make Benchmark?	Associated Benchmark
	FALSE	FALSE	FALSE	FALSE	FALSE	archesproject	arches	Importing datetime values require a timezone, but should be optional	https://github.com/archesproject/arches/issues/9708	https://github.com/archesproject/arches/pull/10836	208	0.4200331146	1573	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pynamodb	PynamoDB	UTCDateTimeAttribute serializes with a format where the month precedes the day, but deserializes with arguments that specify the day precedes the month	https://github.com/pynamodb/PynamoDB/issues/109	https://github.com/pynamodb/PynamoDB/pull/110	2391	0.4192515562	1070	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python-telegram-bot	python-telegram-bot	Naive datetime should be treated as local timezone. UTC datetimes should be timezone aware.	https://github.com/python-telegram-bot/python-telegram-bot/issues/1658	https://github.com/python-telegram-bot/python-telegram-bot/commit/103b115486fd075f3f7eac9780d1e5dc538f4176	25168	0.4184606001	2532	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python	cpython	datetime object does not preserve POSIX timestamp	https://github.com/python/cpython/issues/85290	https://github.com/instaloader/instaloader/pull/1546	60455	0.4169617097	2761	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	googleapis	python-api-core	Drop use of pytz	https://github.com/googleapis/python-api-core/issues/73	https://github.com/googleapis/python-api-core/pull/74	112	0.4161961089	2022	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	RhetTbull	osxphotos	utc to local timezone handling wrong	https://github.com/RhetTbull/osxphotos/issues/1356	https://github.com/RhetTbull/osxphotos/pull/1357	1798	0.4161188741	3172	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python-humanize	humanize	"27 years from now" tests fail on platforms with 32-bit `time_t` (y2k38 problem)	https://github.com/python-humanize/humanize/issues/176	https://github.com/mgorny/humanize/commit/14d9ba9443e26a872c30afcedfae036456cf5010	395	0.4150950735	12560	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python-humanize	humanize	Negative amounts of time result in `a day` from naturaldelta	https://github.com/python-humanize/humanize/issues/171	https://github.com/python-humanize/humanize/pull/173	395	0.4145442258	2721	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	scrapinghub	dateparser	dateparser.parse('02/2013', ['%m/%Y']) gives wrong datetime	https://github.com/scrapinghub/dateparser/issues/607	https://github.com/scrapinghub/dateparser/pull/611	2480	0.4145045553	2583	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	influxdata	influxdb-client-python	Replace deprecated call to `datetime.utcfromtimestamp`	https://github.com/influxdata/influxdb-client-python/issues/603	https://github.com/influxdata/influxdb-client-python/pull/652	677	0.4130758306	1315	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	Azure	azure-functions-durable-python	context.create_timer() fails when microseconds = 0	https://github.com/Azure/azure-functions-durable-python/issues/220	https://github.com/Azure/azure-functions-durable-python/pull/228	130	0.4129809866	3446	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python-telegram-bot	python-telegram-bot	[BUG] Job_queue is skipping job if timezone is not provided for job.run_daily	https://github.com/python-telegram-bot/python-telegram-bot/issues/1693	https://github.com/python-telegram-bot/python-telegram-bot/pull/1696	25168	0.4122585315	2710	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	sdispater	pendulum	Consider releasing Pendulum 3 or 2.1.2 with patches	https://github.com/sdispater/pendulum/issues/753	https://github.com/anomaly/lab-python-server/commit/a830530a466e1b38a08458b7aaad6f5ca02e06d4	6109	0.410853292	3757	1	0	1																
	TRUE	FALSE	FALSE	FALSE	TRUE	facebookresearch	fairseq	Train on gpu - about 1 day to 7 epochs	https://github.com/facebookresearch/fairseq/issues/301	https://github.com/facebookresearch/fairseq/commit/4de5826038bbdefd21f08df70c135b2c17bc2c76	29583	0.4108506354	21504	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	zulip	zulip	populate_db: Add support for creating messages older than 5 days ago	https://github.com/zulip/zulip/issues/21646	https://github.com/zulip/zulip/pull/21678	20271	0.4103652137	3041	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	jazzband	icalevents	Windows timezones raise dateutil rrule exception	https://github.com/jazzband/icalevents/issues/56	https://github.com/jazzband/icalevents/pull/80	157	0.4101475989	1069	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	GenericMappingTools	pygmt	pygmt-session [ERROR]: GMT_COMPATIBILITY: Expects values from 6 to 6; reset to 6.	https://github.com/GenericMappingTools/pygmt/issues/428	https://github.com/GenericMappingTools/pygmt/pull/432	727	0.4097987632	4564	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	evroon	bracket	Datetime issues when Postgres database has a timezone set.	https://github.com/evroon/bracket/issues/676	https://github.com/evroon/bracket/pull/677	148	0.409499849	2914	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	sdispater	pendulum	start_of('week') and day_of_week inconsistent	https://github.com/sdispater/pendulum/issues/683	https://github.com/sdispater/pendulum/pull/731	6109	0.4093161756	1351	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	sdispater	pendulum	When leap the years ,There are something about  the function of  "week_of_month"	https://github.com/sdispater/pendulum/issues/598	https://github.com/sdispater/pendulum/pull/766	6109	0.408990071	1193	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	sdispater	pendulum	When leap the years ,There are something about  the function of  "week_of_month"	https://github.com/sdispater/pendulum/issues/598	https://github.com/sdispater/pendulum/commit/84497bb2cab964be0a470596e21eade6d64a7846	6109	0.408990071	1193	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	facebookresearch	fairseq	Valid On 'valid' subset  appears multiple times in the same epoch.	https://github.com/facebookresearch/fairseq/issues/259	https://github.com/facebookresearch/fairseq/commit/527e822b3a6197a85ed5c3331cfc1dcb94292d2b	29583	0.4085269059	1849	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	hardbyte	python-can	ASCWriter logging inaccurate timestamps	https://github.com/hardbyte/python-can/issues/468	https://github.com/hardbyte/python-can/pull/469	1198	0.4083607478	1309	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	unionai-oss	pandera	`Check.in_range` not working properly with `Timedelta` types	https://github.com/unionai-oss/pandera/issues/618	https://github.com/unionai-oss/pandera/pull/621	3095	0.4083286523	1647	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	dateutil	dateutil	DeprecationWarning: datetime.utcfromtimestamp() is deprecated	https://github.com/dateutil/dateutil/issues/1284	https://github.com/beeware/briefcase/pull/1290	2266	0.4078715906	1953	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pytorch	ignite	[Feature Request] Setting # train steps per epoch	https://github.com/pytorch/ignite/issues/226	https://github.com/pytorch/ignite/pull/351	4476	0.4075055886	5080	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	AgentOps-AI	agentops	Incorrect timezone representation in get_ISO_time	https://github.com/AgentOps-AI/agentops/issues/46	https://github.com/AgentOps-AI/agentops/pull/47	907	0.4074286934	1211	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	sdv-dev	RDT	Can we support additional datetime formats?	https://github.com/sdv-dev/RDT/issues/439	https://github.com/sdv-dev/RDT/pull/458	112	0.406191445	1291	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	subzeroid	instagrapi	[BUG] clip.duration is NoneType	https://github.com/subzeroid/instagrapi/issues/386	https://github.com/subzeroid/instagrapi/commit/8539a48d2e152fa9ecff2144d3a5703a9e948466	3892	0.4044956486	1495	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	PrefectHQ	prefect	Validation error using default interval schedule in `prefect deploy`	https://github.com/PrefectHQ/prefect/issues/12834	https://github.com/PrefectHQ/prefect/pull/12833	15193	0.402382073	3132	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	sdispater	pendulum	parser doesn't seem to properly parse exif formatted datetime	https://github.com/sdispater/pendulum/issues/101	https://github.com/emattiza/pendulum/commit/d50333e840ebe68e646cf96d54c705f16ac445a8	6109	0.4019571496	1519	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	robotframework	robotframework	DateTime: DST problems when calculating with dates	https://github.com/robotframework/robotframework/issues/2018	https://github.com/robotframework/robotframework/commit/29a8a226733fee097ac71b628fad2f72512e022b	9279	0.4012927115	4628	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	apache	airflow	assignment to dag.timezone	https://github.com/apache/airflow/issues/27903	https://github.com/apache/airflow/pull/28400	35031	0.4012133989	2835	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	freach	udatetime	Support for variable length fraction seconds	https://github.com/freach/udatetime/issues/15	https://github.com/freach/udatetime/commit/458eeaf7fba4ac1a6d87d6321bce175f094cd95c	241	0.3999412547	1277	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	rpy2	rpy2	rpy2.robjects.POSIXct([datetime]) does not work	https://github.com/rpy2/rpy2/issues/914	https://github.com/rpy2/rpy2/pull/917	517	0.3995465559	2550	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	spedas	pyspedas	TIme-zone dependent behaviour when passing in `datetime.datetime` objects as `trange` inputs.	https://github.com/spedas/pyspedas/issues/487	https://github.com/spedas/pyspedas/commit/9b502233cf187e472a05a6b8988e878cff5bc06b	142	0.3992420776	2093	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	djc	couchdb-python	Why not microsecond?	https://github.com/djc/couchdb-python/issues/292	https://github.com/djc/couchdb-python/pull/293	200	0.3990568503	1473	1	0	0																
	TRUE	FALSE	FALSE	FALSE	FALSE	apache	airflow	Task and dagrun duration y-axis is incorrect if the last task has a different duration unit	https://github.com/apache/airflow/issues/38371	https://github.com/apache/airflow/pull/38374	35031	0.3990044156	2416	1	0	1		Duration	String Representation	String Parsing/Formatting (data)	Delta Arithmetic		Medium	Low	Medium	Medium		Precision of Representation			Specific	
	FALSE	FALSE	FALSE	FALSE	FALSE	PrefectHQ	prefect	CronSchedule validation fails when provided with a timezone	https://github.com/PrefectHQ/prefect/issues/9535	https://github.com/ajwadjaved/prefect/commit/a63c332e683fb5a26e9a6d263a6483b8a6801597	15193	0.3984715804	3243	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	alteryx	woodwork	Cannot set time index while specifying Datetime Logical Type with string	https://github.com/alteryx/woodwork/issues/278	https://github.com/alteryx/woodwork/pull/279	139	0.3972632367	2103	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	capless	warrant	invalid strftime in aws_srp.py	https://github.com/capless/warrant/issues/21	https://github.com/capless/warrant/pull/28	465	0.3967312124	1595	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	electricitymaps	electricitymaps-contrib	New Zealand parser broke in new arrow	https://github.com/electricitymaps/electricitymaps-contrib/issues/2416	https://github.com/peterhughgriffin/electricitymap-contrib/commit/cbe69b8ff952c5a46e9f31dc3eb90bafd5cc097a	3342	0.3966540074	2094	1	1	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	netbox-community	netbox	"Current time" displayed under script/report schedule displays in wrong timezone	https://github.com/netbox-community/netbox/issues/11384	https://github.com/netbox-community/netbox/commit/0669fda1fd2794ee8a472727fdca1e33c4929431	15216	0.3965388553	1767	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	sqlalchemy	sqlalchemy	Support for Oracle "timestamp with local timezone"	https://github.com/sqlalchemy/sqlalchemy/issues/9086	https://github.com/sqlalchemy/sqlalchemy/commit/a37218a8e0fa03acd0eef2d57e0294cd6e96fa84	9045	0.3957780025	5606	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	triton-inference-server	server	Incorrect last_inference_timestamp_milliseconds values in api/status output in 1.10.0	https://github.com/triton-inference-server/server/issues/1222	https://github.com/triton-inference-server/server/pull/1249	7598	0.3954941762	2873	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	samuelcolvin	dirty-equals	unix datetime tests fail if TZ != UTC	https://github.com/samuelcolvin/dirty-equals/issues/33	https://github.com/samuelcolvin/dirty-equals/pull/81	776	0.3942842873	14200	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	vacanza	python-holidays	Georgia: Martin Luther King Day	https://github.com/vacanza/python-holidays/issues/25	https://github.com/vacanza/python-holidays/commit/ce59484b74e023ce42af339e291df2811ffefb4b	1375	0.3942710698	2850	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	vnpy	vnpy	bar显示K线图时报错TypeError: can't compare offset-naive and offset-aware datetimes	https://github.com/vnpy/vnpy/issues/2900	https://github.com/vnpy/vnpy/commit/f989b86b79bbcb6bc4c1a49309aa672ce35aa1ca	23787	0.3930824816	1674	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	mathiasertl	django-ca	command sign_cert: can't compare offset-naive and offset-aware datetimes	https://github.com/mathiasertl/django-ca/issues/29	https://github.com/redNixon/django-ca/commit/3c9411db05a0cae62ad3b7c5da62e4e8ea7eca21	135	0.3924425528	3070	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	Alexey-T	CudaText	Problem with initial display of text having folding	https://github.com/Alexey-T/CudaText/issues/1439	https://github.com/Alexey-T/CudaText/commit/abaa7fd80c2b21d60043672490f04c19edc3cbaa	2371	0.3918181178	1132	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	GenericMappingTools	pygmt	GMT prints incorrect command line string if a list of arguments is passed	https://github.com/GenericMappingTools/pygmt/issues/3205	https://github.com/GenericMappingTools/gmt/pull/8461	727	0.3915386018	2447	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	HandyHat	ha-hildebrandglow-dcc	Daylight Savings Time	https://github.com/HandyHat/ha-hildebrandglow-dcc/issues/238	https://github.com/HandyHat/ha-hildebrandglow-dcc/pull/282	225	0.3908722357	1387	1	0	0																
	TRUE	FALSE	FALSE	FALSE	FALSE	dateutil	dateutil	Test failure: test_tzlocal_offset_equal[GMT-tzoff1] (dateutil 2.8.0)	https://github.com/dateutil/dateutil/issues/918	https://github.com/dateutil/dateutil/pull/928	2266	0.3905171625	11087	1	0	0		Timezone		Timezone Conversions	Querying Datetime Components		High	Low	Low	Low		Typo	Comparing Timezones		Specific	
	FALSE	FALSE	FALSE	FALSE	FALSE	psycopg	psycopg	unknown PostgreSQL timezone: 'Europe/Berlin'; will use UTC when select any data with timestamptz datatype on Windows	https://github.com/psycopg/psycopg/issues/223	https://github.com/psycopg/psycopg/commit/ee92362683cf1b5fdbb78e21f3f6d220b84f492f	1541	0.3884848328	1484	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ietf-tools	datatracker	Incorrect time zone labeling for regions observing Daylight/Summer time	https://github.com/ietf-tools/datatracker/issues/5920	https://github.com/ietf-tools/datatracker/pull/5922	516	0.3877497927	1595	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	snowflakedb	snowflake-connector-python	SNOW-1444940: Write to pandas with datetime with timezone has no timezone in the resulting dataframe	https://github.com/snowflakedb/snowflake-connector-python/issues/1952	https://github.com/snowflakedb/snowflake-connector-python/pull/1954	565	0.3875799413	12183	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	obsidianforensics	unfurl	Issue parsing DotNet timestamps	https://github.com/obsidianforensics/unfurl/issues/130	https://github.com/obsidianforensics/unfurl/pull/132	583	0.3873459776	1918	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	dbt-labs	dbt-core	[Bug] Integration test gives an error for the JST timezone	https://github.com/dbt-labs/dbt-core/issues/7664	https://github.com/dbt-labs/dbt-core/pull/7665	9138	0.3864319815	3533	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	dateutil	dateutil	Inconsistent behaviour when dealing with dates close to year 0	https://github.com/dateutil/dateutil/issues/293	https://github.com/dateutil/dateutil/pull/297	2266	0.3858738874	1930	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	neo4j	neo4j-python-driver	Microsecond bug in neo4j.time.DateTime.to_native()	https://github.com/neo4j/neo4j-python-driver/issues/525	https://github.com/robsdedude/neo4j-python-driver/commit/ce79f6732a948553e0fbd889e629e637a615d35c	877	0.3857216703	3786	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python	cpython	datetime.datetime.utcnow should return a UTC timestamp	https://github.com/python/cpython/issues/56965	https://github.com/pyrogram/pyrogram/pull/966	60455	0.3841744209	8844	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	cherrypy	cherrypy	Local time is used as utc time in LazyRfc3339UtcTime	https://github.com/cherrypy/cherrypy/issues/1991	https://github.com/cherrypy/cherrypy/pull/1992	1798	0.3837094778	1659	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	holoviz	panel	DatetimeRangeSlider returns datetime.date instead of datetime.datetime	https://github.com/holoviz/panel/issues/5953	https://github.com/holoviz/panel/pull/5954	4349	0.3819700415	1353	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	SecurityInnovation	PGPy	pgpy signature creation times don't handle timestamps well	https://github.com/SecurityInnovation/PGPy/issues/291	https://github.com/dkg/PGPy/commit/63b20e55a5ed6739b5383c627aaa96ea7221972b	306	0.3813927848	1620	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	dateutil	dateutil	Parser error with unambiguous date in year 31	https://github.com/dateutil/dateutil/issues/687	https://github.com/dateutil/dateutil/commit/b99a98c72582a49f7b10f2abd1e09f2518d4ed66	2266	0.3804974721	2760	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ranaroussi	pystore	Issues with nanoseconds	https://github.com/ranaroussi/pystore/issues/25	https://github.com/ranaroussi/pystore/commit/6d3a4c3b55f4f8882fa052eeffb1b927e58346b6	540	0.3803367749	1285	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python-humanize	humanize	naturaldelta with negative seconds loses precision and doesn't match naturaltime	https://github.com/python-humanize/humanize/issues/18	https://github.com/python-humanize/humanize/pull/173	395	0.3765064481	1229	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	sdispater	pendulum	Pendulum drops time when parsing ISO8601 date	https://github.com/sdispater/pendulum/issues/84	https://github.com/sdispater/pendulum/commit/26a749b36130f851499f0789ebc8f79d75af0528	6109	0.37618376	1069	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	pymedusa	Medusa	[APP SUBMITTED]: TypeError: unsupported type for timedelta days component: unicode	https://github.com/pymedusa/Medusa/issues/1455	https://github.com/pymedusa/Medusa/commit/28eb5742a9d03bea585a8d113b9c3a5706e52d7c	1733	0.3757533486	2487	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	tournesol-app	tournesol	[back] Comparison export should include week-timestamp	https://github.com/tournesol-app/tournesol/issues/1299	https://github.com/tournesol-app/tournesol/pull/1324	318	0.3754475136	1333	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	robotframework	robotframework	DateTime: `Convert Date` changes time part when close to DTS boundary	https://github.com/robotframework/robotframework/issues/2130	https://github.com/robotframework/robotframework/commit/d504bea57693d3520b84d721c98c1f269686c503	9279	0.3746720373	1348	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	daq-tools	kotori	Compatibility with Terkin: Timestamps are not accepted	https://github.com/daq-tools/kotori/issues/68	https://github.com/daq-tools/kotori/pull/79	106	0.3727998273	2147	1	1	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	mvantellingen	python-zeep	Using zeep in Django with USE_TZ setting causes "can't compare offset-naive and offset-aware datetimes" error	https://github.com/mvantellingen/python-zeep/issues/97	https://github.com/tkocmathla/python-zeep/commit/9e5a2deee6367ba66097cbea75e287039eaac479	1867	0.3726451116	1432	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	scikit-learn-contrib	category_encoders	CountEncoder incorrectly counts Timestamp columns	https://github.com/scikit-learn-contrib/category_encoders/issues/412	https://github.com/scikit-learn-contrib/category_encoders/pull/415	2381	0.3721964355	2728	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pretalx	pretalx	Moment Timezone database seems out of date	https://github.com/pretalx/pretalx/issues/1421	https://github.com/pretalx/pretalx/commit/696a148d48601b3862e62c1d3bbc6961218a46d6	671	0.3710084877	1243	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	maximdanilchenko	aiochclient	microseconds are lost for datetime unconvert	https://github.com/maximdanilchenko/aiochclient/issues/58	https://github.com/maximdanilchenko/aiochclient/commit/2168222038552bbb83b7fba243e59ea0cd0228e9	236	0.3706793509	2514	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pvlib	pvlib-python	get_psm3 with tmy will not ignore interval	https://github.com/pvlib/pvlib-python/issues/1702	https://github.com/pvlib/pvlib-python/pull/1712	1103	0.3706365596	1141	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pydantic	pydantic	time ignores timedelta without error	https://github.com/pydantic/pydantic/issues/1744	https://github.com/pydantic/pydantic/pull/1814	19350	0.3696437811	1845	1	0	0																
	TRUE	FALSE	FALSE	FALSE	FALSE	apache	airflow	schedule_interval can break tree view	https://github.com/apache/airflow/issues/225	https://github.com/apache/airflow/pull/235	35031	0.3690640451	1339	1	0	1		Duration		Datetime Arithmetic	Delta Arithmetic	Replacing/Rounding Datetime Components	Medium	Medium	Medium	Medium		Subtracting Dates			No	
	FALSE	FALSE	FALSE	FALSE	FALSE	PrefectHQ	prefect	Deployment's Schedule incorrectly shows the timezone as "UTC"	https://github.com/PrefectHQ/prefect/issues/11924	https://github.com/PrefectHQ/prefect-ui-library/pull/2090	15193	0.3685717467	1891	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	jpmml	sklearn2pmml	DaysSinceYearTransformer does not persist year parameter	https://github.com/jpmml/sklearn2pmml/issues/184	https://github.com/jpmml/sklearn2pmml/commit/90b4b2c8cddefd2c8ade15978ff6468ea797cc31	681	0.3680672436	1697	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	aminalaee	sqladmin	Support datetime.timedelta field	https://github.com/aminalaee/sqladmin/issues/327	https://github.com/aminalaee/sqladmin/pull/438	1651	0.3674819079	1162	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	kennethreitz	maya	Should Return 'UTC' if get_localzone returns an invalid pytz zone name.	https://github.com/kennethreitz/maya/issues/89	https://github.com/ibigpapa/maya/commit/8bdd5c65fafdad3a6340e248d8c55161aea77221	3407	0.3668084107	1929	1	0	1																
	TRUE	FALSE	FALSE	FALSE	FALSE	apache	airflow	Recent changes to timezone support broke some operators	https://github.com/apache/airflow/issues/34673	https://github.com/apache/airflow/pull/34683	35031	0.3666677486	13445	1	0	1		Timezone	Timestamps	Querying Datetime Components	Library Conversions		Medium	Medium	Medium	Medium		Adding Support for New Features			No	
	FALSE	FALSE	FALSE	FALSE	FALSE	fossasia	open-event-server	Convert API datetime format to iso8601	https://github.com/fossasia/open-event-server/issues/1116	https://github.com/fossasia/open-event-server/pull/1122	2957	0.3666641714	1001	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	tobymao	sqlglot	Regression of interval parsing	https://github.com/tobymao/sqlglot/issues/1503	https://github.com/tobymao/sqlglot/commit/85b2c0060c579bd5f9f9731b21395b80bf0bc408	5871	0.3664928856	1051	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	EnterpriseDB	barman	Update timestamp format in barman diagnose output	https://github.com/EnterpriseDB/barman/issues/510	https://github.com/EnterpriseDB/barman/commit/1b7c6200f659970e1c9049a8c604719ab2f15131	1904	0.3664519725	2048	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pvlib	pvlib-python	Set leap_day=True as default in pvlib.iotools.get_psm3()	https://github.com/pvlib/pvlib-python/issues/1481	https://github.com/pvlib/pvlib-python/pull/1511	1103	0.3659103637	2784	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pvlib	pvlib-python	Set leap_day=True as default in pvlib.iotools.get_psm3()	https://github.com/pvlib/pvlib-python/issues/1481	https://github.com/pvlib/pvlib-python/pull/1500	1103	0.3659103637	2784	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python	cpython	Deprecate `utcnow` and `utcfromtimestamp`	https://github.com/python/cpython/issues/103857	https://github.com/python/cpython/pull/103858	60455	0.3657843198	3387	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	wlcrs	huawei_solar	[Bug]: Timestamps don't match	https://github.com/wlcrs/huawei_solar/issues/64	https://github.com/wlcrs/huawei-solar-lib/commit/6edd1dd542057b6e12d1189415bd88f0cd66e241	485	0.3657641248	5521	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	jazzband	django-silk	Proposal: Drop dependency on pytz in favor of zoneinfo	https://github.com/jazzband/django-silk/issues/581	https://github.com/jazzband/django-silk/pull/603	4299	0.3655462775	1026	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	scrapinghub	dateparser	Leap year not working as expected with `'PREFER_DATES_FROM'	https://github.com/scrapinghub/dateparser/issues/693	https://github.com/scrapinghub/dateparser/pull/738	2480	0.3651665565	1509	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python	cpython	Error condition in _datetimemodule.c is unchecked with `datetime.fromtimestamp` on local times > Y10k	https://github.com/python/cpython/issues/91581	https://github.com/python/cpython/pull/91582	60455	0.3650716359	1443	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	scikit-hep	awkward	ak._v2.from_iter should recognize Python datetimes/timedeltas	https://github.com/scikit-hep/awkward/issues/1701	https://github.com/scikit-hep/awkward/pull/1690	804	0.3637184531	2127	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	dsmrreader	dsmr-reader	Support for Daylight Saving Time (DST) transition	https://github.com/dsmrreader/dsmr-reader/issues/104	https://github.com/dsmrreader/dsmr-reader/commit/cb1ac7a14320e8344f145a81cadb594ed9d34c89	458	0.3631457882	2262	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	tobymao	sqlglot	Support for Presto/Trino's interval syntax	https://github.com/tobymao/sqlglot/issues/1410	https://github.com/tobymao/sqlglot/pull/1413	5871	0.3628064018	3449	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	sdispater	pendulum	Feature proposal: Basic default intervals	https://github.com/sdispater/pendulum/issues/17	https://github.com/sdispater/pendulum/pull/55	6109	0.3622758437	2060	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	dagster-io	dagster	Toggle between UTC and localized for timestamps in Dagit	https://github.com/dagster-io/dagster/issues/5626	https://github.com/dagster-io/dagster/pull/5831	10545	0.3618839699	1354	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	dateutil	dateutil	ValueError: tzinfo.utcoffset() returned 1440; must be in -1439 .. 1439	https://github.com/dateutil/dateutil/issues/135	https://github.com/SiCKRAGE/SiCKRAGE/pull/3009	2266	0.3616423078	3534	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	intel-analytics	ipex-llm	Orca `estimator.fit()` with ray backend need the `initial_epoch` parameter	https://github.com/intel-analytics/ipex-llm/issues/7293	https://github.com/intel-analytics/ipex-llm/pull/7375	6150	0.3615697902	2432	1	0	0																
